Generation,Fitness
1,82.07393348659281
2,82.07393348659281
3,82.07393348659281
4,82.07393348659281
5,82.07488225662674
6,82.07510738186656
7,82.07510738186656
8,82.07510738186656
9,82.07510738186656
10,82.07510738186656
11,82.07510738186656
12,82.07510738186656
13,82.07510738186656
14,82.07512101528283
15,82.07512101528283
16,82.07549568710508
17,82.07549568710508
18,82.07549568710508
19,82.07549568710508
20,82.07549568710508
21,82.07549568710508
22,82.07549568710508
23,82.07549568710508
24,82.07549568710508
25,82.07549568710508
26,82.07549568710508
27,82.07549568710508
28,82.07549568710508
29,82.07549568710508
30,82.07549568710508
31,82.07574167368004
32,82.07574167368004
33,82.07574167368004
34,82.07574167368004
35,82.07574167368004
36,82.07585818948712
37,82.07708217999948
38,82.07745381649197
39,82.07745381649197
40,82.07745381649197
41,82.07745381649197
42,82.07745381649197
43,82.07745381649197
44,82.07790873770674
45,82.07790873770674
46,82.07790873770674
47,82.07790873770674
48,82.07805126795678
49,82.07805126795678
50,82.07805126795678
51,82.07805126795678
52,82.07805126795678
53,82.07805126795678
54,82.07805126795678
55,82.07805126795678
56,82.07805126795678
57,82.07805126795678
58,82.07805126795678
59,82.07805126795678
60,82.07805126795678
61,82.07829587481807
62,82.07829587481807
63,82.07856236836122
64,82.07856236836122
65,82.07856236836122
66,82.07856236836122
67,82.07856236836122
68,82.07856236836122
69,82.07856236836122
70,82.07856236836122
71,82.07856236836122
72,82.07856236836122
73,82.07856236836122
74,82.07856236836122
75,82.07856236836122
76,82.07856236836122
77,82.07856236836122
78,82.07856236836122
79,82.07856236836122
80,82.07856236836122
81,82.07856236836122
82,82.07856236836122
83,82.07856236836122
84,82.07856236836122
85,82.07856236836122
86,82.07856236836122
87,82.07856236836122
88,82.07856236836122
89,82.07856236836122
90,82.07856236836122
91,82.07856236836122
92,82.07856236836122
93,82.07856236836122
94,82.07856236836122
95,82.07856236836122
96,82.07856236836122
97,82.07856236836122
98,82.07856236836122
99,82.07856236836122
100,82.07856236836122
101,82.07856236836122
102,82.07856236836122
103,82.07856236836122
104,82.07856236836122
105,82.07856236836122
106,82.07856236836122
107,82.07856236836122
108,82.07856236836122
109,82.07856236836122
110,82.07856236836122
111,82.07856236836122
112,82.07856236836122
113,82.07856236836122
114,82.07856236836122
115,82.07856236836122
116,82.07856236836122
117,82.07856236836122
118,82.07856236836122
119,82.07856236836122
120,82.07856236836122
121,82.07856236836122
122,82.07856236836122
123,82.07856236836122
124,82.07856236836122
125,82.07856236836122
126,82.07856236836122
127,82.07856236836122
128,82.07856236836122
129,82.07856236836122
130,82.07856236836122
131,82.07856236836122
132,82.07856236836122
133,82.07856236836122
134,82.07856236836122
135,82.07856236836122
136,82.07856236836122
137,82.07856236836122
138,82.07856236836122
139,82.07856236836122
140,82.07856236836122
141,82.07856236836122
142,82.07856236836122
143,82.07856236836122
144,82.07856236836122
145,82.07856236836122
146,82.07856236836122
147,82.07856236836122
148,82.07856236836122
149,82.07856236836122
150,82.07856236836122
151,82.07856236836122
152,82.07856236836122
153,82.07856236836122
154,82.07856236836122
155,82.07856236836122
156,82.07856236836122
157,82.07856236836122
158,82.07856236836122
159,82.07856236836122
160,82.07856236836122
161,82.07856236836122
162,82.07856236836122
163,82.07856236836122
164,82.07856236836122
165,82.07856236836122
166,82.07856236836122
167,82.07856236836122
168,82.07856236836122
169,82.07856236836122
170,82.07856236836122
171,82.07856236836122
172,82.07856236836122
173,82.07856236836122
174,82.07856236836122
175,82.07856236836122
176,82.07856236836122
177,82.07856236836122
178,82.07856236836122
179,82.07856236836122
180,82.07856236836122
181,82.07856236836122
182,82.07856236836122
183,82.07856236836122
184,82.07856236836122
185,82.07856236836122
186,82.07856236836122
187,82.07856236836122
188,82.07856236836122
189,82.07856236836122
190,82.07856236836122
191,82.07856236836122
192,82.07856236836122
193,82.07856236836122
194,82.07856236836122
195,82.07856236836122
196,82.07856236836122
197,82.07856236836122
198,82.07856236836122
199,82.07856236836122
200,82.07856236836122
201,82.07856236836122
202,82.07856236836122
203,82.07856236836122
204,82.07856236836122
205,82.07856236836122
206,82.07856236836122
207,82.07856236836122
208,82.07856236836122
209,82.07856236836122
210,82.07856236836122
211,82.07856236836122
212,82.07856236836122
213,82.07856236836122
214,82.07856236836122
215,82.07856236836122
216,82.07856236836122
217,82.07856236836122
218,82.07856236836122
219,82.07856236836122
220,82.07856236836122
221,82.07856236836122
222,82.07856236836122
223,82.07856236836122
224,82.07856236836122
225,82.07856236836122
226,82.07856236836122
227,82.07856236836122
228,82.07856236836122
229,82.07856236836122
230,82.07856236836122
231,82.07856236836122
232,82.07856236836122
233,82.07856236836122
234,82.07856236836122
235,82.07856236836122
236,82.07856236836122
237,82.07856236836122
238,82.07856236836122
239,82.07856236836122
240,82.07856236836122
241,82.07856236836122
242,82.07856236836122
243,82.07856236836122
244,82.07856236836122
245,82.07856236836122
246,82.07856236836122
247,82.07856236836122
248,82.07856236836122
249,82.07856236836122
250,82.07856236836122
251,82.07856236836122
252,82.07856236836122
253,82.07856236836122
254,82.07856236836122
