Generation,Fitness
1,82.06280709479775
2,82.06280709479775
3,82.06725398743536
4,82.0758813064502
5,82.0758813064502
6,82.0758813064502
7,82.0758813064502
8,82.0758813064502
9,82.0758813064502
10,82.0758813064502
11,82.0758813064502
12,82.0795318939072
13,82.0795318939072
14,82.0795318939072
15,82.0795318939072
16,82.0795318939072
17,82.0795318939072
18,82.0795318939072
19,82.0795318939072
20,82.0795318939072
21,82.0795318939072
22,82.0795318939072
23,82.08428747063935
24,82.08428747063935
25,82.08428747063935
26,82.08428747063935
27,82.08428747063935
28,82.08428747063935
29,82.08428747063935
30,82.08428747063935
31,82.14440947239589
32,82.14440947239589
33,82.14440947239589
34,82.14440947239589
35,82.14440947239589
36,82.18806181154052
37,82.18806181154052
38,82.18806181154052
39,82.18806181154052
40,82.23291687033031
41,82.23291687033031
42,82.23291687033031
43,82.42201347120826
44,82.42201347120826
45,82.42201347120826
46,82.42201347120826
47,82.42201347120826
48,82.63924600129785
49,82.63924600129785
50,82.63924600129785
51,82.63924600129785
52,82.63924600129785
53,82.63924600129785
54,82.63924600129785
55,82.63924600129785
56,90.35185125196833
57,90.35185125196833
58,90.35185125196833
59,90.35185125196833
60,90.35185125196833
61,90.35185125196833
62,90.35185125196833
63,90.35185125196833
64,90.35185125196833
65,90.35185125196833
66,90.35185125196833
67,90.35185125196833
68,90.35185125196833
69,90.35185125196833
70,90.35185125196833
71,90.35185125196833
72,90.35185125196833
73,90.35185125196833
74,90.35185125196833
75,90.35185125196833
76,90.35185125196833
77,90.35185125196833
78,90.35185125196833
79,90.35185125196833
80,90.35185125196833
81,90.35185125196833
82,90.35185125196833
83,90.35185125196833
84,90.35185125196833
85,90.35185125196833
86,90.35185125196833
87,90.35185125196833
88,90.35185125196833
89,90.35185125196833
90,90.35185125196833
91,90.35185125196833
92,90.35185125196833
93,90.35185125196833
94,90.35185125196833
95,90.35185125196833
96,90.35185125196833
97,90.35185125196833
98,90.35185125196833
99,90.35185125196833
100,90.35185125196833
101,90.35185125196833
102,90.35185125196833
103,90.35185125196833
104,90.35185125196833
105,90.35185125196833
106,90.35185125196833
107,90.35185125196833
108,90.35185125196833
109,90.35185125196833
110,90.35185125196833
111,90.35185125196833
112,90.35185125196833
113,90.35185125196833
114,90.35185125196833
115,90.35185125196833
116,90.35185125196833
117,90.35185125196833
118,90.35185125196833
119,90.35185125196833
120,90.35185125196833
121,90.35185125196833
122,90.35185125196833
123,90.35185125196833
124,90.35185125196833
125,90.35185125196833
126,90.35185125196833
127,90.35185125196833
128,90.35185125196833
129,90.35185125196833
130,90.35185125196833
131,90.35185125196833
132,90.35185125196833
133,90.35185125196833
134,90.35185125196833
135,90.35185125196833
136,90.35185125196833
137,90.35185125196833
138,90.35185125196833
139,90.35185125196833
140,90.35185125196833
141,90.35185125196833
142,90.35185125196833
143,90.35185125196833
144,90.35185125196833
145,90.35185125196833
146,90.35185125196833
147,90.35185125196833
