Generation,Fitness
1,82.06898049025179
2,82.07060404731847
3,82.070849715407
4,82.070849715407
5,82.070849715407
6,82.070849715407
7,82.070849715407
8,82.070849715407
9,82.070849715407
10,82.0722903623497
11,82.0722903623497
12,82.07240817024366
13,82.07347059059364
14,82.07347059059364
15,82.07347059059364
16,82.07349590122011
17,82.07349590122011
18,82.07349590122011
19,82.07349590122011
20,82.07349590122011
21,82.07349590122011
22,82.07349590122011
23,82.07349590122011
24,82.07938706619099
25,82.07938706619099
26,82.07938706619099
27,82.0797212490923
28,82.0797212490923
29,82.0797212490923
30,82.0797212490923
31,82.07986077771362
32,82.07986077771362
33,82.08354556995829
34,82.08354556995829
35,82.08354556995829
36,82.08354556995829
37,82.08466517060576
38,82.08466517060576
39,82.08466517060576
40,82.08466517060576
41,82.08466517060576
42,82.08466517060576
43,82.08466517060576
44,82.08483512005289
45,82.08483512005289
46,82.08483512005289
47,82.08483512005289
48,82.08483512005289
49,82.08483512005289
50,82.08483512005289
51,82.08483512005289
52,82.08483512005289
53,82.08483512005289
54,82.08483512005289
55,82.08557312402873
56,82.08557312402873
57,82.08557312402873
58,82.08557312402873
59,82.08580994714403
60,82.08580994714403
61,82.08580994714403
62,82.08580994714403
63,82.08580994714403
64,82.08580994714403
65,82.08580994714403
66,82.08580994714403
67,82.08580994714403
68,82.08580994714403
69,82.08580994714403
70,82.14967020848631
71,82.14967020848631
72,82.14967020848631
73,82.14967020848631
74,82.14967020848631
75,82.14967020848631
76,82.14967020848631
77,82.14967020848631
78,82.28820298929618
79,82.28820298929618
80,82.28820298929618
81,82.28820298929618
82,82.28820298929618
83,82.28820298929618
84,82.65480977659455
85,82.65480977659455
86,82.65480977659455
87,82.65480977659455
88,82.65480977659455
89,82.65480977659455
90,82.65480977659455
91,82.65480977659455
92,82.65480977659455
93,82.65480977659455
94,82.65480977659455
95,82.65480977659455
96,82.65480977659455
97,82.65480977659455
98,82.65480977659455
99,82.65480977659455
100,82.65480977659455
101,82.65480977659455
102,82.65480977659455
103,82.65480977659455
104,82.65480977659455
105,82.65480977659455
106,82.65480977659455
107,82.65480977659455
108,82.65480977659455
109,82.65480977659455
110,82.65480977659455
111,82.65480977659455
112,82.65480977659455
113,82.65480977659455
114,82.65480977659455
115,82.65480977659455
116,82.65480977659455
117,82.65480977659455
118,82.65480977659455
119,82.65480977659455
120,82.65480977659455
121,82.65480977659455
122,82.65480977659455
123,82.65480977659455
124,82.65480977659455
125,82.65480977659455
126,82.65480977659455
127,82.65480977659455
128,82.65480977659455
129,82.65480977659455
130,82.65480977659455
131,82.65480977659455
132,82.65480977659455
133,82.65480977659455
134,82.65480977659455
135,82.65480977659455
136,82.65480977659455
137,82.65480977659455
138,82.65480977659455
139,82.65480977659455
140,82.65480977659455
141,82.65480977659455
142,82.65480977659455
143,82.65480977659455
144,82.65480977659455
145,82.65480977659455
146,82.65480977659455
147,82.65480977659455
148,82.65480977659455
149,82.65480977659455
150,82.65480977659455
151,82.65480977659455
152,82.65480977659455
153,82.65480977659455
154,82.65480977659455
155,82.65480977659455
156,82.65480977659455
157,82.65480977659455
158,82.65480977659455
159,82.65480977659455
160,82.65480977659455
161,83.1758616071981
162,83.1758616071981
163,83.1758616071981
164,83.1758616071981
165,83.1758616071981
166,83.1758616071981
167,83.1758616071981
168,83.1758616071981
169,83.1758616071981
170,83.1758616071981
171,83.1758616071981
172,83.1758616071981
173,83.1758616071981
174,83.1758616071981
175,83.1758616071981
176,83.1758616071981
177,83.1758616071981
178,83.1758616071981
179,83.1758616071981
180,83.1758616071981
181,83.1758616071981
182,83.1758616071981
183,83.1758616071981
184,83.1758616071981
185,83.1758616071981
